file,oracle_cosim,reverse_oracle_cosim,function_node_id,function_size,program_size,function_ratio,actual,predicted
live_test/github_java/sort/1/28.java,0.48669869005677924,0.8735698962688141,445,149,629,0.2368839427662957,1,7
live_test/github_java/sort/1/65.java,0.5521019724436701,0.8337765852371448,556,171,561,0.3048128342245989,1,5
live_test/github_java/sort/1/1.java,0.5762654332876319,0.8172624733644576,422,179,539,0.3320964749536178,1,1
live_test/github_java/sort/1/31.java,nan,0.9999999753428302,None,0,266,0.0,1,1
live_test/github_java/sort/1/18.java,0.9435523086607054,0.3312234635939811,232,211,237,0.890295358649789,1,1
live_test/github_java/sort/1/115.java,nan,0.9999999792928018,None,0,317,0.0,1,1
live_test/github_java/sort/1/113.java,0.6680705028087949,0.7440978630996651,402,183,410,0.44634146341463415,1,1
live_test/github_java/sort/1/73.java,0.21588417081622174,0.9764189796436988,151,46,987,0.04660587639311044,1,5
live_test/github_java/sort/1/93.java,0.6296095854495897,0.7769116657972457,277,155,391,0.39641943734015345,1,1
live_test/github_java/sort/1/23.java,nan,0.9999999830754784,None,0,388,0.0,1,10
live_test/github_java/sort/1/30.java,0.6324488718834892,0.7746020902253454,252,200,500,0.4,1,1
live_test/github_java/sort/1/7.java,0.304891876775269,0.9523868852614058,1038,326,3507,0.09295694325634446,1,5
live_test/github_java/sort/1/66.java,nan,0.9999999796135898,None,0,702,0.0,1,5
live_test/github_java/sort/1/89.java,0.4501270673554998,0.8929644669842944,601,155,765,0.20261437908496732,1,6
live_test/github_java/sort/1/56.java,0.2767142454544051,0.9609522164386067,475,233,3043,0.07656917515609596,1,9
live_test/github_java/sort/1/38.java,0.4434952790698547,0.8962767075216113,228,95,483,0.19668737060041408,1,7
live_test/github_java/sort/1/92.java,0.6402206665132273,0.7681909975399491,391,348,849,0.4098939929328622,1,9
live_test/github_java/sort/1/2.java,0.8677767759361877,0.496954190182827,241,186,247,0.7530364372469636,1,9
live_test/github_java/sort/1/48.java,0.6272080618067091,0.7788517278646622,326,155,394,0.3934010152284264,1,1
live_test/github_java/sort/1/85.java,0.5737915806491161,0.8190013320109237,484,161,489,0.3292433537832311,1,1
live_test/github_java/sort/1/9.java,nan,0.9999963143232367,None,0,541,0.0,1,9
live_test/github_java/sort/1/16.java,0.358390401350892,0.9335647991381435,1877,314,2445,0.12842535787321063,1,2
live_test/github_java/sort/1/50.java,0.9253150737280204,0.3791991528216919,301,262,306,0.8562091503267973,1,1
live_test/github_java/sort/1/20.java,0.5460826998946059,0.8377312724703676,166,133,446,0.2982062780269058,1,1
live_test/github_java/sort/1/59.java,0.6001488162326383,0.7998883468194724,417,152,422,0.36018957345971564,1,1
live_test/github_java/sort/2/14.java,0.6814591774313186,0.7316900769665561,563,484,1043,0.46404602109300097,2,6
live_test/github_java/sort/2/106.java,nan,0.9999999476698321,None,0,884,0.0,2,2
live_test/github_java/sort/2/88.java,0.2538997548643722,0.9672304098774095,628,123,1908,0.06446540880503145,2,2
live_test/github_java/sort/2/116.java,0.17257583323342343,0.9849962339624144,88,26,873,0.029782359679266894,2,2
live_test/github_java/sort/2/135.java,0.38337365137290824,0.9235927037501788,218,133,905,0.14696132596685083,2,2
live_test/github_java/sort/2/136.java,0.18280934688659786,0.9831483800368838,74,26,778,0.033419023136246784,2,2
live_test/github_java/sort/2/87.java,0.314700258879571,0.9491910431920015,498,174,1757,0.09903244166192374,2,2
live_test/github_java/sort/2/109.java,0.3234032860503357,0.9462609547797322,278,114,1090,0.10458715596330276,2,2
live_test/github_java/sort/2/12.java,0.25847801947790855,0.966017009700861,561,123,1841,0.066811515480717,2,2
live_test/github_java/sort/2/80.java,0.34830339720894965,0.9373807407805598,798,115,948,0.12130801687763713,2,2
live_test/github_java/sort/2/64.java,0.3132770195825054,0.949661728938385,514,174,1773,0.09813874788494077,2,2
live_test/github_java/sort/2/34.java,0.2581976647157002,0.9660919811603124,565,123,1845,0.06666666666666667,2,2
live_test/github_java/sort/2/55.java,0.18646450996280023,0.9824585592907779,84,30,863,0.03476245654692932,2,2
live_test/github_java/sort/2/19.java,0.27110171824510754,0.9625498421001539,154,51,694,0.07348703170028818,2,2
live_test/github_java/sort/2/71.java,0.3260266093458477,0.9453605359375449,475,98,922,0.10629067245119306,2,2
live_test/github_java/sort/2/8.java,0.3407526092519408,0.9401520390400083,616,106,913,0.11610076670317634,2,2
live_test/github_java/sort/2/56.java,0.9522552459787044,0.30530054767337356,681,622,686,0.9067055393586005,2,2
live_test/github_java/sort/2/118.java,0.4039937588530361,0.9147616790041285,611,118,723,0.1632088520055325,2,2
live_test/github_java/sort/2/63.java,0.41355444705508027,0.9104793104051508,284,98,573,0.17102966841186737,2,2
live_test/github_java/sort/2/83.java,0.32950731570959446,0.944152959247658,145,76,700,0.10857142857142857,2,2
live_test/github_java/sort/2/133.java,0.36425239809351023,0.9312991752747698,794,106,799,0.13266583229036297,2,2
live_test/github_java/sort/2/79.java,0.3961216878137915,0.9181980168751114,152,110,701,0.15691868758915833,2,2
live_test/github_java/sort/2/77.java,0.4322342874852597,0.9017613376488698,408,173,926,0.18682505399568033,2,2
live_test/github_java/sort/2/90.java,0.29356940565805517,0.9559376293885945,1021,106,1230,0.08617886178861789,2,6
live_test/github_java/sort/2/20.java,0.29976385774152237,0.9540133693910156,157,62,690,0.08985507246376812,2,2
live_test/github_java/sort/2/104.java,0.29534207683966673,0.9553915104815718,174,71,814,0.08722358722358722,2,2
live_test/github_java/sort/3/52.java,0.3123018410913116,0.9499829219967068,1198,162,1661,0.0975316074653823,3,3
live_test/github_java/sort/3/84.java,nan,0.9999995373660618,None,0,1987,0.0,3,2
live_test/github_java/sort/3/106.java,0.4816742226389982,0.8763503480322563,763,245,1056,0.23200757575757575,3,3
live_test/github_java/sort/3/10.java,0.4777832867846339,0.8784777277532931,402,176,771,0.22827496757457846,3,3
live_test/github_java/sort/3/35.java,0.5517964379305029,0.8339788079435895,235,109,358,0.30446927374301674,3,3
live_test/github_java/sort/3/47.java,0.34802915200335394,0.9374837111236164,311,125,1032,0.12112403100775193,3,2
live_test/github_java/sort/3/40.java,nan,0.9999999997853452,None,0,427,0.0,3,3
live_test/github_java/sort/3/72.java,nan,0.9999921672651209,None,0,1010,0.0,3,6
live_test/github_java/sort/3/115.java,nan,0.9999999999689013,None,0,970,0.0,3,6
live_test/github_java/sort/3/24.java,0.3229571290449606,0.946413478283915,817,216,2071,0.104297440849831,3,3
live_test/github_java/sort/3/67.java,0.29753322808863836,0.9547114535472052,1224,162,1830,0.08852459016393442,3,3
live_test/github_java/sort/3/80.java,0.35332002442973676,0.9355025105918036,331,94,753,0.1248339973439575,3,3
live_test/github_java/sort/3/111.java,nan,0.9999999977129724,None,0,541,0.0,3,3
live_test/github_java/sort/3/25.java,0.6384557440126732,0.769658525070041,320,214,525,0.4076190476190476,3,2
live_test/github_java/sort/3/51.java,0.38691269713398196,0.9221163470523226,382,150,1002,0.1497005988023952,3,3
live_test/github_java/sort/3/55.java,0.3059167600017234,0.9520582606394941,286,159,1699,0.09358446144791054,3,3
live_test/github_java/sort/3/105.java,nan,0.9999999639229493,None,0,1136,0.0,3,3
live_test/github_java/sort/3/36.java,0.282105278309844,0.9593286320869047,420,149,1873,0.0795515216230646,3,4
live_test/github_java/sort/3/89.java,0.5975036869082647,0.8018650457720086,558,478,1339,0.3569828230022405,3,3
live_test/github_java/sort/3/26.java,nan,0.99999997759193,None,0,888,0.0,3,6
live_test/github_java/sort/3/101.java,nan,0.9999999730706152,None,0,2996,0.0,3,4
live_test/github_java/sort/3/63.java,0.31305665644613406,0.9497344480699553,1198,162,1653,0.09800362976406533,3,3
live_test/github_java/sort/3/48.java,0.531658970192047,0.846958522193786,416,119,421,0.2826603325415677,3,3
live_test/github_java/sort/3/27.java,nan,0.9999999992741438,None,0,444,0.0,3,3
live_test/github_java/sort/3/16.java,0.26634643052992024,0.9638773011098524,1581,320,4511,0.07093770782531589,3,4
live_test/github_java/sort/3/110.java,0.7270121500250527,0.6866244516056151,355,315,596,0.5285234899328859,3,3
live_test/github_java/sort/4/84.java,0.4271453262420126,0.904182978633441,576,131,718,0.18245125348189414,4,4
live_test/github_java/sort/4/6.java,0.5513828689958093,0.8342505915489284,558,252,829,0.3039806996381182,4,4
live_test/github_java/sort/4/22.java,0.32327651588953277,0.9463044454386009,264,167,1598,0.10450563204005006,4,4
live_test/github_java/sort/4/60.java,0.6336807637521978,0.7735944995252774,391,263,655,0.4015267175572519,4,4
live_test/github_java/sort/4/40.java,0.35261824127011376,0.935767260484886,269,141,1134,0.12433862433862433,4,4
live_test/github_java/sort/4/1.java,0.4418010601669783,0.8971130003200798,180,154,789,0.19518377693282637,4,4
live_test/github_java/sort/4/31.java,0.44343907307874475,0.8963045100308297,216,152,773,0.19663648124191463,4,4
live_test/github_java/sort/4/46.java,0.21188755270071175,0.9772940160225029,735,62,1381,0.04489500362056481,4,4
live_test/github_java/sort/4/72.java,0.562829843674655,0.8265725819233362,219,153,483,0.3167701863354037,4,4
live_test/github_java/sort/4/70.java,0.11662679025454971,0.9931758098270781,1631,25,1838,0.013601741022850925,4,4
live_test/github_java/sort/4/109.java,0.6872690344070843,0.7264029691808028,240,222,470,0.4723404255319149,4,4
live_test/github_java/sort/4/67.java,nan,0.9999998543831138,None,0,1071,0.0,4,3
live_test/github_java/sort/4/33.java,0.5054095067123215,0.86287960216244,471,188,736,0.2554347826086957,4,4
live_test/github_java/sort/4/99.java,0.31844723063548297,0.9479403093168697,154,94,927,0.10140237324703344,4,4
live_test/github_java/sort/4/51.java,0.2630180631705178,0.964790441697087,1089,92,1330,0.06917293233082707,4,4
live_test/github_java/sort/4/55.java,nan,0.9999998494491926,None,0,930,0.0,4,5
live_test/github_java/sort/4/105.java,0.2748561894507183,0.9614853272593721,496,118,1562,0.07554417413572344,4,4
live_test/github_java/sort/4/69.java,0.4310190163722562,0.9023428428968124,235,128,689,0.18577648766328012,4,4
live_test/github_java/sort/4/120.java,0.5097255732831404,0.8603370183305169,862,741,2852,0.2598176718092567,4,4
live_test/github_java/sort/4/29.java,0.39022846180616266,0.9207180608466471,157,127,834,0.15227817745803357,4,4
live_test/github_java/sort/4/121.java,nan,0.9999999647414333,None,0,810,0.0,4,4
live_test/github_java/sort/4/27.java,0.3201453068120148,0.9473681871499767,613,99,966,0.10248447204968944,4,4
live_test/github_java/sort/4/100.java,nan,0.9999999626995308,None,0,1610,0.0,4,4
live_test/github_java/sort/4/9.java,0.2648881272452896,0.964279033455236,946,95,1354,0.07016248153618906,4,4
live_test/github_java/sort/4/20.java,0.508000683361806,0.8613566657661098,491,128,496,0.25806451612903225,4,4
live_test/github_java/sort/4/110.java,0.2567508854790011,0.9664775920923887,1016,100,1517,0.06591957811470006,4,4
live_test/github_java/sort/4/59.java,0.48349145324138165,0.8753487434648236,211,187,800,0.23375,4,4
live_test/github_java/sort/5/52.java,0.6188217848402425,0.7855314071360894,369,211,551,0.38294010889292196,5,9
live_test/github_java/sort/5/84.java,0.5342520444539801,0.84532523501737,188,141,494,0.2854251012145749,5,9
live_test/github_java/sort/5/124.java,nan,0.9999999861574816,None,0,362,0.0,5,5
live_test/github_java/sort/5/127.java,nan,0.9999999997839811,None,0,634,0.0,5,4
live_test/github_java/sort/5/122.java,0.295779659836718,0.9552557167978448,125,51,583,0.08747855917667238,5,9
live_test/github_java/sort/5/91.java,0.48063662328518447,0.8769189930977278,429,237,1026,0.2309941520467836,5,5
live_test/github_java/sort/5/35.java,0.34185441628443536,0.9397529192430051,589,97,830,0.11686746987951807,5,5
live_test/github_java/sort/5/68.java,0.5850408005324196,0.8110038466851578,301,166,485,0.3422680412371134,5,9
live_test/github_java/sort/5/22.java,0.6373755925548281,0.7705532538605807,316,221,544,0.40625,5,5
live_test/github_java/sort/5/18.java,0.6619882386163385,0.7495142239695182,424,188,429,0.4382284382284382,5,9
live_test/github_java/sort/5/12.java,0.6809616020163686,0.7323191217181693,288,230,496,0.4637096774193548,5,5
live_test/github_java/sort/5/86.java,0.4048060489587042,0.9144025363990881,416,195,1190,0.1638655462184874,5,8
live_test/github_java/sort/5/11.java,0.6109609556688654,0.7916607171000208,504,190,509,0.37328094302554027,5,5
live_test/github_java/sort/5/51.java,0.34557585681748576,0.9383895478241366,433,80,670,0.11940298507462686,5,9
live_test/github_java/sort/5/42.java,nan,0.9999999997670899,None,0,577,0.0,5,6
live_test/github_java/sort/5/30.java,0.1500557385281638,0.9886775369182257,104,17,755,0.022516556291390728,5,2
live_test/github_java/sort/5/66.java,0.8476913049968378,0.530489713304384,329,240,334,0.718562874251497,5,5
live_test/github_java/sort/5/38.java,0.8515161480314399,0.5243283781700895,326,240,331,0.7250755287009063,5,9
